secID,code,exchangeCD,ListSectorCD,ListSector,transCurrCD,secShortName,secFullName,listStatusCD,listDate,delistDate,equTypeCD,equType,exCountryCD,partyID,totalShares,nonrestFloatShares,nonrestfloatA,officeAddr,primeOperating,endDate,TShEquity,stop,industry,area,timeToMarket,holders
002147.XSHE,002147,XSHE,3.0,中小板,CNY,新光圆成,新光圆成股份有限公司,L,2007/8/8,,A,沪深A股,CHN,27873.0,1828076400.0,536247000.0,536247000.0,安徽省马鞍山市经济技术开发区超山西路,商铺、办公写字楼及住宅的开发、销售和服务,2017/9/30,6763817002.0,False,区域地产,安徽,20070808,13546
002148.XSHE,002148,XSHE,3.0,中小板,CNY,北纬科技,北京北纬通信科技股份有限公司,L,2007/8/10,,A,沪深A股,CHN,27865.0,567351100.0,443089800.0,443089800.0,"北京市海淀区首体南路22号国兴大厦5层,26层",增值电信服务,2017/9/30,1197871603.0,False,互联网,北京,20070810,61527
002149.XSHE,002149,XSHE,3.0,中小板,CNY,西部材料,西部金属材料股份有限公司,L,2007/8/10,,A,沪深A股,CHN,27868.0,425414300.0,425384300.0,425384300.0,陕西省西安市西安经济技术开发区泾渭工业园西金路西段15号,稀有金属复合材料及制品、金属纤维及制品、难熔金属制品、贵金属制品的开发、生产和销售业务。,2017/9/30,2018571246.0,False,小金属,陕西,20070810,35690
002150.XSHE,002150,XSHE,3.0,中小板,CNY,通润装备,江苏通润装备科技股份有限公司,L,2007/8/10,,A,沪深A股,CHN,27866.0,274243900.0,274243900.0,274243900.0,江苏省常熟市海虞镇周行通港工业开发区,"金属工具箱柜、钢制办公家具、精密钣金制品的生产及相关产品的科技开发;设计、制造高低压开关柜、高低压电器元件、电气控制设备,并对销售后的产品进行维修服务。",2017/9/30,1121760481.0,False,机械基件,江苏,20070810,15179
002151.XSHE,002151,XSHE,3.0,中小板,CNY,北斗星通,北京北斗星通导航技术股份有限公司,L,2007/8/13,,A,沪深A股,CHN,27878.0,513240200.0,242810100.0,242810100.0,北京市海淀区中关村永丰高新技术产业基地丰贤东路7号北斗星通大厦南二层,"面向高端专业应用领域,围绕卫星导航定位“产品+系统应用+运营服务”展开。主要包括:卫星导航定位产品、基于位置的信息系统应用和基于位置的运营服务三大业务。",2017/9/30,4461231135.0,False,通信设备,北京,20070813,65144
002152.XSHE,002152,XSHE,3.0,中小板,CNY,广电运通,广州广电运通金融电子股份有限公司,L,2007/8/13,,A,沪深A股,CHN,27867.0,2428885800.0,1954694500.0,1954694500.0,"广东省广州市黄埔区科学城科林路9号,11号",ATM和AFC的生产、销售以及ATM营运业务和为相关设备提供服务业务。,2017/9/30,9098353311.0,False,电脑设备,广东,20070813,57210
002153.XSHE,002153,XSHE,3.0,中小板,CNY,石基信息,北京中长石基信息技术股份有限公司,L,2007/8/13,,A,沪深A股,CHN,2365.0,1066788700.0,484463000.0,484463000.0,北京市海淀区复兴路65号乙悦宏国际酒店大堂东侧三层,"酒店管理系统集成、软件开发、技术支持与服务,开发的酒店管理系统软件目前已在国内大部分五星级酒店中安装使用。",2017/9/30,5233315766.0,False,软件服务,北京,20070813,23529
002154.XSHE,002154,XSHE,3.0,中小板,CNY,报喜鸟,报喜鸟控股股份有限公司,L,2007/8/16,,A,沪深A股,CHN,27891.0,1263285000.0,1068885000.0,1068885000.0,浙江省温州市永嘉县瓯北镇报喜鸟工业区行政大楼六楼证券部,西服、衬衫等男士系列服饰的生产和销售。,2017/9/30,2617056370.0,False,服饰,浙江,20070816,117059
002155.XSHE,002155,XSHE,3.0,中小板,CNY,湖南黄金,湖南黄金股份有限公司,L,2007/8/16,,A,沪深A股,CHN,27877.0,1202039500.0,1066332700.0,1066332700.0,湖南省长沙市芙蓉中路二段279号金源大酒店天麒楼16楼,"金锑钨及其共(伴)生矿的勘探、开采、冶炼和加工,主导产品为“辰州”牌黄金、精锑及三氧化二锑、钨精矿及仲钨酸铵等。",2017/9/30,4597396458.0,False,黄金,湖南,20070816,117386
002156.XSHE,002156,XSHE,3.0,中小板,CNY,通富微电,通富微电子股份有限公司,L,2007/8/16,,A,沪深A股,CHN,27879.0,972630100.0,972429800.0,972429800.0,江苏省南通市崇川开发区崇川路288号,集成电路的封装和测试。,2017/9/30,6248878553.0,False,半导体,江苏,20070816,80881
002157.XSHE,002157,XSHE,3.0,中小板,CNY,正邦科技,江西正邦科技股份有限公司,L,2007/8/17,,A,沪深A股,CHN,27874.0,2333682800.0,2139262200.0,2139262200.0,江西省南昌市高新技术开发区艾溪湖一路569号,"饲料的生产和销售及养殖、良种繁育。饲料以猪禽饲料为主,水产饲料为补充;养殖、良种繁育包括畜禽及水产品育种、养殖。",2017/9/30,6698505963.0,False,饲料,江西,20070817,86057
002158.XSHE,002158,XSHE,3.0,中小板,CNY,汉钟精机,上海汉钟精机股份有限公司,L,2007/8/17,,A,沪深A股,CHN,27881.0,530381100.0,530381100.0,530381100.0,上海市金山区枫泾工业开发区亭枫公路8289号,从事螺杆式压缩机应用技术的研制开发、生产销售及售后服务。,2017/9/30,1982507222.0,False,工程机械,上海,20070817,53701
002159.XSHE,002159,XSHE,3.0,中小板,CNY,三特索道,武汉三特索道集团股份有限公司,L,2007/8/17,,A,沪深A股,CHN,27864.0,138666700.0,138549300.0,138549300.0,湖北省武汉市东湖开发区关山一路特1号光谷软件园D1栋,"以索道经营为主、景区及旅游地产开发经营为辅,索道和旅游地产均依附于景区资源。",2017/9/30,881156141.0,False,旅游服务,湖北,20070817,7871
002160.XSHE,002160,XSHE,3.0,中小板,CNY,常铝股份,江苏常铝铝业股份有限公司,L,2007/8/21,,A,沪深A股,CHN,27888.0,724269900.0,471815200.0,471815200.0,江苏省常熟市古里镇白茆西,铝箔、空调器用涂层铝箔、铝板带材的研发、生产和销售。,2017/9/30,3220515720.0,False,铝,江苏,20070821,53310
002161.XSHE,002161,XSHE,3.0,中小板,CNY,远望谷,深圳市远望谷信息技术股份有限公司,L,2007/8/21,,A,沪深A股,CHN,27889.0,739757400.0,698223500.0,698223500.0,广东省深圳市南山区高新技术产业园南区T2栋B座3楼,超高频射频识别技术(RFID)开发及超高频射频识别系统产品的生产、销售。,2017/9/30,1600912109.0,False,通信设备,深圳,20070821,97680
002162.XSHE,002162,XSHE,3.0,中小板,CNY,悦心健康,上海悦心健康集团股份有限公司,L,2007/8/23,,A,沪深A股,CHN,27896.0,855550000.0,852150000.0,852150000.0,上海市闵行区浦江镇恒南路1288号,制造和销售各种玻化砖和釉面砖。,2017/9/30,885315436.6,False,医疗保健,上海,20070823,63944
002163.XSHE,002163,XSHE,3.0,中小板,CNY,中航三鑫,中航三鑫股份有限公司,L,2007/8/23,,A,沪深A股,CHN,27897.0,803550000.0,803368100.0,803368100.0,广东省深圳市南山区南油大道2061号新保辉大厦17层,建筑幕墙工程设计、施工和生产、销售幕墙玻璃制品、家电玻璃等。,2017/9/30,1101467007.0,False,装修装饰,深圳,20070823,63468
002164.XSHE,002164,XSHE,3.0,中小板,CNY,宁波东力,宁波东力股份有限公司,L,2007/8/23,,A,沪深A股,CHN,27895.0,699347300.0,414312300.0,414312300.0,浙江省宁波市江北区银海路1号,减速电机、齿轮箱等传动设备的设计、制造与销售。,2017/9/30,3330722839.0,False,电气设备,浙江,20070823,35015
002165.XSHE,002165,XSHE,3.0,中小板,CNY,红宝丽,红宝丽集团股份有限公司,L,2007/9/13,,A,沪深A股,CHN,27906.0,602058100.0,527598400.0,527598400.0,江苏省南京市高淳县经济开发区双高路29号,硬泡组合聚醚、异丙醇胺的生产与销售。,2017/9/30,1594612626.0,False,化工原料,江苏,20070913,43140
002166.XSHE,002166,XSHE,3.0,中小板,CNY,莱茵生物,桂林莱茵生物科技股份有限公司,L,2007/9/13,,A,沪深A股,CHN,27908.0,437281300.0,348990300.0,348990300.0,广西壮族自治区桂林市临桂县临桂镇秧塘工业园,罗汉果甜甙、原花青素、花色甙、枸杞多糖等植物功能成份的高纯度单体和标准化提取物的生产。,2017/9/30,935483220.6,False,中成药,广西,20070913,61090
002167.XSHE,002167,XSHE,3.0,中小板,CNY,东方锆业,广东东方锆业科技股份有限公司,L,2007/9/13,,A,沪深A股,CHN,27900.0,620946000.0,488509600.0,488509600.0,广东省汕头市澄海区莱美路宇田科技园,生产销售锆系列制品、化工产品(不含危险品)、塑料制品、玩具、金属门窗;销售化工原料(不含危险品)、金属材料、建筑材料、矿产品(属国家专控产品应有批文)、普通机械、五金、交电。,2017/9/30,1057946186.0,False,小金属,广东,20070913,54679
002168.XSHE,002168,XSHE,3.0,中小板,CNY,深圳惠程,深圳市惠程电气股份有限公司,L,2007/9/19,,A,沪深A股,CHN,27882.0,820589800.0,766059800.0,766059800.0,"广东省深圳市坪山新区大工业区兰景路以东,锦绣路以南惠程科技工业厂区",电缆分支箱、环网柜、电力电缆附件等高分子绝缘制品及相关材料、高低压电器、高低压成套开关设备、箱式变电站、电力自动化产品、跌落式熔断器、柱上开关、柱上断路器、管母线等相关电力配网设备的生产、销售及施工服务;高分子绝缘材料、聚酰亚胺纤维、纳米纤维、薄膜、树脂及复合材料的综合研究开发及相关材料购销;电工器材的购销(不含专营、专控、专卖产品及限制项目);经营进出口业务(具体按商贸管准证字第2003-525号文执行);自由产品的售后服务。,2017/9/30,1381251576.0,False,电气设备,深圳,20070919,51946
002169.XSHE,002169,XSHE,3.0,中小板,CNY,智光电气,广州智光电气股份有限公司,L,2007/9/19,,A,沪深A股,CHN,27898.0,787792000.0,659324500.0,659324500.0,广东省广州市黄埔区瑞和路89号,从事电网安全与控制设备、电机控制与节能设备、供用电控制与自动化设备及电力信息化系统研发、设计、生产和销售。,2017/9/30,2944133221.0,False,电气设备,广东,20070919,42782
002170.XSHE,002170,XSHE,3.0,中小板,CNY,芭田股份,深圳市芭田生态工程股份有限公司,L,2007/9/19,,A,沪深A股,CHN,2329.0,890047500.0,700590200.0,700590200.0,广东省深圳市南山区高新技术园粤兴二道10号7-8楼,"为生产、经营多元复合肥和其他肥料;化工原料的购销(不含易燃易爆品);有机肥料的技术开发与研究(不含限制项目);生产研发和销售喷灌、微灌、滴灌,农业给水设备。",2017/9/30,2088507937.0,False,农药化肥,深圳,20070919,63789
002171.XSHE,002171,XSHE,3.0,中小板,CNY,楚江新材,安徽楚江科技新材料股份有限公司,L,2007/9/21,,A,沪深A股,CHN,27902.0,1069208000.0,1027507300.0,1027507300.0,安徽省芜湖市九华北路8号,主要从事黄铜、锡磷青铜两大系列铜基合金板带材的研发、生产、销售和服务。,2017/9/30,3336466186.0,False,铜,安徽,20070921,44223
002172.XSHE,002172,XSHE,3.0,中小板,CNY,澳洋科技,江苏澳洋科技股份有限公司,L,2007/9/21,,A,沪深A股,CHN,27918.0,735344400.0,558995300.0,558995300.0,江苏省张家港市杨舍镇塘市澳洋国际大厦11楼,"粘胶短纤、棉浆粕的生产销售,以及蒸汽电力的供应。",2017/9/30,1618453406.0,False,化纤,江苏,20070921,46799
002173.XSHE,002173,XSHE,3.0,中小板,CNY,创新医疗,创新医疗管理股份有限公司,L,2007/9/25,,A,沪深A股,CHN,27924.0,455979400.0,202847000.0,202847000.0,浙江省杭州市西湖区求是路8号公元大厦北楼303A,"珍珠饰品加工生产,批发零售和医疗服务",2017/9/30,3599338687.0,False,医疗保健,浙江,20070925,11876
002174.XSHE,002174,XSHE,3.0,中小板,CNY,游族网络,游族网络股份有限公司,L,2007/9/25,,A,沪深A股,CHN,27920.0,888467900.0,576924600.0,576924600.0,上海市徐汇区宜山路711号华鑫商务中心2号楼,晴雨伞系列产品的开发、生产和销售。,2017/9/30,3181388912.0,False,互联网,福建,20070925,46796
002175.XSHE,002175,XSHE,3.0,中小板,CNY,东方网络,东方时代网络传媒股份有限公司,L,2007/10/12,,A,沪深A股,CHN,27901.0,753778200.0,530153300.0,530153300.0,广西壮族自治区桂林市国家高新区5号区,从事数显量具量仪及相关产品的生产、销售与研发。,2017/9/30,1445263709.0,False,电器仪表,广西,20071012,87320
002176.XSHE,002176,XSHE,3.0,中小板,CNY,江特电机,江西特种电机股份有限公司,L,2007/10/12,,A,沪深A股,CHN,27929.0,1469182100.0,1380671300.0,1380671300.0,江西省宜春市环城南路581号,电机产业、新能源汽车产业销售。,2017/9/30,4090875831.0,False,电气设备,江西,20071012,137325
002177.XSHE,002177,XSHE,3.0,中小板,CNY,御银股份,广州御银科技股份有限公司,L,2007/11/1,,A,沪深A股,CHN,27931.0,761191300.0,602811500.0,602811500.0,广东省广州市黄埔区瑞发路12号,主要业务为ATM设备及相关系统软件的研发、制造、销售和运营服务。,2017/9/30,1689407290.0,False,电脑设备,广东,20071101,105009
002178.XSHE,002178,XSHE,3.0,中小板,CNY,延华智能,上海延华智能科技(集团)股份有限公司,L,2007/11/1,,A,沪深A股,CHN,27940.0,716038300.0,607008700.0,607008700.0,"上海市西康路1255号普陀科技大厦6,7,11楼","主要面向办公楼宇、住宅社区、教育科研、医疗卫生、宾馆酒店和市政工程等不同行业领域,专业从事建筑智能系统的设计、施工、集成及服务。",2017/9/30,1237917731.0,False,建筑施工,上海,20071101,42625
002179.XSHE,002179,XSHE,3.0,中小板,CNY,中航光电,中航光电科技股份有限公司,L,2007/11/1,,A,沪深A股,CHN,27930.0,791013700.0,782471500.0,782471500.0,河南省洛阳市高新技术开发区周山路10号,光电元器件及电子信息产品的生产、销售。,2017/9/30,5230764820.0,False,元器件,河南,20071101,23766
002180.XSHE,002180,XSHE,3.0,中小板,CNY,纳思达,纳思达股份有限公司,L,2007/11/13,,A,沪深A股,CHN,27939.0,1063664300.0,685775300.0,685775300.0,"广东省珠海市香洲区珠海大道3883号01栋2楼,7楼B区,02栋,03栋,04栋1楼2楼3楼5楼,05栋",厂矿企业用继电保护、变电站综合自动化系统、水电站综合自动化系统、高频开关直流电源、低压电气保护产品等产品业务。,2017/9/30,3174466688.0,False,电脑设备,广东,20071113,10650
002181.XSHE,002181,XSHE,3.0,中小板,CNY,粤传媒,广东广州日报传媒股份有限公司,L,2007/11/16,,A,沪深A股,CHN,571.0,1161058100.0,1134313200.0,1134313200.0,广东省广州市白云区增槎路1113号,广告代理、印刷、图书音像销售、旅店服务、广告经营、报纸发行、网络服务等业务。,2017/9/30,3742372684.0,False,出版业,广东,20071116,51531
002182.XSHE,002182,XSHE,3.0,中小板,CNY,云海金属,南京云海特种金属股份有限公司,L,2007/11/13,,A,沪深A股,CHN,27947.0,646422500.0,450733800.0,450733800.0,江苏省南京市溧水经济开发区秀山东路9号,镁合金、金属锶、铝合金及中间合金等产品的研发、生产和销售。,2017/9/30,1532763216.0,False,小金属,江苏,20071113,70448
002183.XSHE,002183,XSHE,3.0,中小板,CNY,怡亚通,深圳市怡亚通供应链股份有限公司,L,2007/11/13,,A,沪深A股,CHN,27944.0,2119295500.0,2117079400.0,2117079400.0,广东省深圳市龙岗区南湾街道李朗路3号怡亚通供应链整合物流中心1号楼,"主要是为各类企业提供业务流程外包服务,即承接企业外包出来的非核心业务的供应链管理服务,为企业提供进出口通关、国内物流及流通加工(增值)、仓储、保税物流、产品营销支持、国际采购、供应商库存管理(VMI)、虚拟制造/协助外包、国际维修中心(RMA)、B2B供应链联盟、供应链解决方案咨询等服务。",2017/9/30,8659510152.0,False,仓储物流,深圳,20071113,131041
002184.XSHE,002184,XSHE,3.0,中小板,CNY,海得控制,上海海得控制系统股份有限公司,L,2007/11/16,,A,沪深A股,CHN,27948.0,242778000.0,135867100.0,135867100.0,上海市闵行区新骏环路777号,工业自动化领域的系统集成业务和产品分销业务。,2017/9/30,1243766278.0,False,软件服务,上海,20071116,23622
002185.XSHE,002185,XSHE,3.0,中小板,CNY,华天科技,天水华天科技股份有限公司,L,2007/11/20,,A,沪深A股,CHN,27945.0,2131112900.0,2130400000.0,2130400000.0,甘肃省天水市秦州区双桥路14号,集成电路封装、测试业务。,2017/9/30,5885894217.0,False,半导体,甘肃,20071120,101900
002186.XSHE,002186,XSHE,3.0,中小板,CNY,全聚德,中国全聚德(集团)股份有限公司,L,2007/11/20,,A,沪深A股,CHN,27965.0,308463900.0,305956300.0,305956300.0,北京市西城区前门西河沿217号,"餐饮服务及食品加工销售业务,主要提供以“全聚德”品牌高档烤鸭系列菜品为主的餐饮服务。",2017/9/30,1598533610.0,False,酒店餐饮,北京,20071120,23519
002187.XSHE,002187,XSHE,3.0,中小板,CNY,广百股份,广州市广百股份有限公司,L,2007/11/22,,A,沪深A股,CHN,27956.0,342422600.0,342422600.0,342422600.0,广东省广州市越秀区西湖路12号10-12楼,百货零售、电器批发代理及购物中心业务。,2017/9/30,2593353585.0,False,百货,广东,20071122,20147
002188.XSHE,002188,XSHE,3.0,中小板,CNY,巴士在线,巴士在线股份有限公司,L,2007/11/22,,A,沪深A股,CHN,27955.0,295627500.0,184478000.0,184478000.0,浙江省嘉兴市嘉善县经济开发区东升路36号,通讯终端产品及便携式数码电子产品用微电声器件的研发、生产和销售。,2017/9/30,2149400915.0,False,广告包装,浙江,20071122,11868
002189.XSHE,002189,XSHE,3.0,中小板,CNY,利达光电,利达光电股份有限公司,L,2007/12/3,,A,沪深A股,CHN,27954.0,199240000.0,198703500.0,198703500.0,河南省南阳市工业南路508号,主要从事棱镜、透镜等光学元件及光敏电阻的生产与销售。,2017/9/30,601675960.8,False,元器件,河南,20071203,32488
002190.XSHE,002190,XSHE,3.0,中小板,CNY,成飞集成,四川成飞集成科技股份有限公司,L,2007/12/3,,A,沪深A股,CHN,31282.0,345188400.0,345188400.0,345188400.0,四川省成都市青羊区日月大道二段666号附1号,汽车覆盖件模具、航空工模具的设计、研究和制造以及对外数控加工业务。,2017/9/30,4318205587.0,False,汽车配件,四川,20071203,50259
002191.XSHE,002191,XSHE,3.0,中小板,CNY,劲嘉股份,深圳劲嘉集团股份有限公司,L,2007/12/5,,A,沪深A股,CHN,31283.0,1494834400.0,1302564400.0,1302564400.0,广东省深圳市南山区高新产业园区科技中二路劲嘉科技大厦18-19层,与烟标有关的包装印刷及包装材料的生产经营。,2017/9/30,4952855516.0,False,广告包装,深圳,20071205,59537
002192.XSHE,002192,XSHE,3.0,中小板,CNY,融捷股份,融捷股份有限公司,L,2007/12/5,,A,沪深A股,CHN,27907.0,259655200.0,190490600.0,190490600.0,广东省广州市天河区珠江西路5号广州国际金融中心45层04-05室,专业沥青产品的开发、生产与销售。,2017/9/30,802223547.5,False,专用机械,广东,20071205,27971
002193.XSHE,002193,XSHE,3.0,中小板,CNY,如意集团,山东如意毛纺服装集团股份有限公司,L,2007/12/7,,A,沪深A股,CHN,31264.0,261715500.0,231165800.0,231165800.0,山东省济宁市高新区如意工业园,精纺呢绒生产与销售。,2017/9/30,2598085415.0,False,纺织,山东,20071207,12445
002194.XSHE,002194,XSHE,3.0,中小板,CNY,武汉凡谷,武汉凡谷电子技术股份有限公司,L,2007/12/7,,A,沪深A股,CHN,31317.0,564669800.0,530300600.0,530300600.0,湖北省武汉市江夏区藏龙岛科技园九凤街5号,移动通信天馈系统射频子系统及器件的研制、生产、销售和服务。,2017/9/30,1632194148.0,False,通信设备,湖北,20071207,57372
002195.XSHE,002195,XSHE,3.0,中小板,CNY,二三四五,上海二三四五网络控股集团股份有限公司,L,2007/12/12,,A,沪深A股,CHN,31316.0,3416091300.0,3113374400.0,3113374400.0,上海市浦东新区博霞路11号3楼,对日软件出口业务(软件外包)。,2017/9/30,7479036326.0,False,软件服务,上海,20071212,175234
002196.XSHE,002196,XSHE,3.0,中小板,CNY,方正电机,浙江方正电机股份有限公司,L,2007/12/12,,A,沪深A股,CHN,31261.0,450899600.0,290467700.0,290467700.0,浙江省丽水市莲都区水阁工业区石牛路73号,微特电机的研究开发、生产及销售;同时经营相关设备、产品的进出口业务。,2017/9/30,2443885967.0,False,纺织机械,浙江,20071212,36424
002197.XSHE,002197,XSHE,3.0,中小板,CNY,证通电子,深圳市证通电子股份有限公司,L,2007/12/18,,A,沪深A股,CHN,31351.0,515156900.0,434577600.0,434577600.0,广东省深圳市光明新区松白路甲子塘证通电子产业园,从事加密键盘、自助服务终端、电话E-POS、自动识别技术产品和公共通讯终端产品等的研发、生产和销售。,2017/9/30,2766819314.0,False,电器仪表,深圳,20071218,50900
002198.XSHE,002198,XSHE,3.0,中小板,CNY,嘉应制药,广东嘉应制药股份有限公司,L,2007/12/18,,A,沪深A股,CHN,31347.0,507509900.0,465323700.0,465323700.0,广东省梅州市东升工业园B区,"中成药的研发、生产和销售,以治疗喉科、感冒类中成药为主导产品。",2017/9/30,978250971.1,False,中成药,广东,20071218,20477
002199.XSHE,002199,XSHE,3.0,中小板,CNY,东晶电子,浙江东晶电子股份有限公司,L,2007/12/21,,A,沪深A股,CHN,31344.0,243442400.0,220638000.0,220638000.0,浙江省金华市宾虹西路555号,石英晶体谐振器、瓷介管状电容器的开发、生产和销售。,2017/9/30,453410634.1,False,元器件,浙江,20071221,9440
002200.XSHE,002200,XSHE,3.0,中小板,CNY,云投生态,云南云投生态环境科技股份有限公司,L,2007/12/21,,A,沪深A股,CHN,31343.0,184132900.0,140874900.0,140874900.0,云南省昆明市经济技术开发区经浦路6号,"盆栽植物及观赏苗木的生产及销售,绿化工程设计及施工。",2017/9/30,967462003.0,False,环境保护,云南,20071221,16320
002201.XSHE,002201,XSHE,3.0,中小板,CNY,九鼎新材,江苏九鼎新材料股份有限公司,L,2007/12/26,,A,沪深A股,CHN,31357.0,332467500.0,312349600.0,312349600.0,江苏省如皋市中山东路1号,玻璃纤维及其深加工制品的研发、生产与销售。,2017/9/30,887601781.9,False,玻璃,江苏,20071226,19097
002202.XSHE,002202,XSHE,3.0,中小板,CNY,金风科技,新疆金风科技股份有限公司,L,2007/12/26,,A,沪深A股,CHN,31377.0,3556203300.0,3454840300.0,2804779500.0,北京市北京经济技术开发区博兴一路8号,风力发电机组开发制造和销售。,2017/9/30,22419141106.0,False,电气设备,新疆,20071226,104500
002203.XSHE,002203,XSHE,3.0,中小板,CNY,海亮股份,浙江海亮股份有限公司,L,2008/1/16,,A,沪深A股,CHN,31372.0,1695598100.0,1477126000.0,1477126000.0,浙江省诸暨市店口镇工业区,铜管、铜板带、铜箔及其他铜制品的制造、加工。,2017/9/30,5395401677.0,False,铜,浙江,20080116,39701
002204.XSHE,002204,XSHE,3.0,中小板,CNY,大连重工,大连华锐重工集团股份有限公司,L,2008/1/16,,A,沪深A股,CHN,31406.0,1931370000.0,1931370000.0,1931370000.0,辽宁省大连市西岗区八一路169号,"主要从事大型铸件的制造和销售,为国内重大装备制造业提供大型高端铸件。",2017/9/30,6546792881.0,False,专用机械,辽宁,20080116,52288
002205.XSHE,002205,XSHE,3.0,中小板,CNY,国统股份,新疆国统管道股份有限公司,L,2008/1/23,,A,沪深A股,CHN,19511.0,116152000.0,116152000.0,116152000.0,新疆维吾尔自治区乌鲁木齐市林泉西路765号,"主营PCCP,压力钢管与各种输水管道的制造、运输及其异型管件、配件开发制造、水泥制品及其它化工建材产品的研制开发及生产、销售。",2017/9/30,966251897.3,False,其他建材,新疆,20080123,16560
002206.XSHE,002206,XSHE,3.0,中小板,CNY,海利得,浙江海利得新材料股份有限公司,L,2008/1/23,,A,沪深A股,CHN,31549.0,1223028600.0,870601100.0,870601100.0,浙江省海宁市马桥镇经编产业园区新民路18号,"涤纶工业长丝、灯箱布、PVC膜、土工布的研究开发、生产、销售,以及网布的研究开发和生产。",2017/9/30,2815788147.0,False,化纤,浙江,20080123,28000
002207.XSHE,002207,XSHE,3.0,中小板,CNY,*ST准油,新疆准东石油技术股份有限公司,L,2008/1/28,,A,沪深A股,CHN,31536.0,239177300.0,220323900.0,220323900.0,新疆维吾尔自治区阜康市准东石油基地,石油技术服务、建筑安装、运输服务和化工产品销售。,2017/9/30,390084428.9,False,石油开采,新疆,20080128,34386
002208.XSHE,002208,XSHE,3.0,中小板,CNY,合肥城建,合肥城建发展股份有限公司,L,2008/1/28,,A,沪深A股,CHN,31263.0,320100000.0,319272700.0,319272700.0,安徽省合肥市蜀山区潜山路100号琥珀五环国际A座10-14层,专业从事普通商品住宅及其配套商业地产和综合商务楼的开发、销售、和服务。,2017/9/30,1719297423.0,False,区域地产,安徽,20080128,31666
002209.XSHE,002209,XSHE,3.0,中小板,CNY,达意隆,广州达意隆包装机械股份有限公司,L,2008/1/30,,A,沪深A股,CHN,31606.0,195244000.0,191091600.0,191091600.0,广东省广州市黄埔区云埔一路23号,从事液体包装机械的研发、生产和销售。,2017/9/30,602883544.9,False,轻工机械,广东,20080130,13440
002210.XSHE,002210,XSHE,3.0,中小板,CNY,飞马国际,深圳市飞马国际供应链股份有限公司,L,2008/1/30,,A,沪深A股,CHN,31742.0,1652880400.0,1285364700.0,1285364700.0,广东省深圳市福田区深南大道7008号阳光高尔夫大厦26楼,"供应链管理服务,主要服务包括国际采购执行、国际订单执行、精益物流(VMI?DC)、贸易执行(采购执行?销售执行)、塑化交易与综合供应链服务、标案执行、进出口通关服务、保税物流、大型及特种设备国际供应链管理服务。",2017/9/30,4160995909.0,False,仓储物流,深圳,20080130,13481
002211.XSHE,002211,XSHE,3.0,中小板,CNY,宏达新材,江苏宏达新材料股份有限公司,L,2008/2/1,,A,沪深A股,CHN,31853.0,432475800.0,432038300.0,432038300.0,江苏省扬中市明珠广场,从事高温硅橡胶系列产品的生产和销售。,2017/9/30,827364211.1,False,橡胶,江苏,20080201,51563
002212.XSHE,002212,XSHE,3.0,中小板,CNY,南洋股份,南洋天融信科技集团股份有限公司,L,2008/2/1,,A,沪深A股,CHN,32005.0,1146902200.0,231404900.0,231404900.0,广东省汕头市珠津工业区珠津二街1号,电力电缆、电气装备用电线电缆的研发、生产和销售。,2017/9/30,7632262113.0,False,电气设备,广东,20080201,16222
002213.XSHE,002213,XSHE,3.0,中小板,CNY,特尔佳,深圳市特尔佳科技股份有限公司,L,2008/2/1,,A,沪深A股,CHN,31854.0,206000000.0,187820400.0,187820400.0,广东省深圳市龙华新区观澜高新技术产业园特尔佳观澜厂区,"汽车缓速器的研发、制造和销售,主要产品为电涡流缓速器。",2017/9/30,367037912.6,False,汽车配件,深圳,20080201,5987
002214.XSHE,002214,XSHE,3.0,中小板,CNY,大立科技,浙江大立科技股份有限公司,L,2008/2/18,,A,沪深A股,CHN,32173.0,458666700.0,355340200.0,355340200.0,浙江省杭州市滨江区滨康路639号,研发、生产、销售红外热成像系列产品和数字硬盘录像机等安防监控产品。,2017/9/30,993048675.7,False,电器仪表,浙江,20080218,38660
002215.XSHE,002215,XSHE,3.0,中小板,CNY,诺普信,深圳诺普信农化股份有限公司,L,2008/2/18,,A,沪深A股,CHN,32073.0,914076400.0,710132300.0,710132300.0,广东省深圳市宝安区西乡水库路113号,主要从事农药制剂产品的研发、生产、销售和服务。,2017/9/30,2210073413.0,False,农药化肥,深圳,20080218,52120
002216.XSHE,002216,XSHE,3.0,中小板,CNY,三全食品,三全食品股份有限公司,L,2008/2/20,,A,沪深A股,CHN,32006.0,812652100.0,572198300.0,572198300.0,河南省郑州市综合投资区长兴路中段,主要从事速冻汤圆、水饺、粽子、面点等速冻米面食品的生产和销售。,2017/9/30,2010139191.0,False,食品,河南,20080220,37815
002217.XSHE,002217,XSHE,3.0,中小板,CNY,合力泰,合力泰科技股份有限公司,L,2008/2/20,,A,沪深A股,CHN,32176.0,3128310700.0,2049258300.0,2049258300.0,山东省淄博市沂源县城南外环89号,浓硝酸、稀硝酸、硝酸铵、硝盐(硝酸钠、亚硝酸钠)、硫化异丁烯、甲醇、三聚氰胺、液氨、纯碱、氯化铵、碳铵、硝酸异辛酯、氨水等化工、化肥产品的生产、销售及运输。,2017/9/30,9794515991.0,False,元器件,山东,20080220,30841
