secID,code,exchangeCD,ListSectorCD,ListSector,transCurrCD,secShortName,secFullName,listStatusCD,listDate,delistDate,equTypeCD,equType,exCountryCD,partyID,totalShares,nonrestFloatShares,nonrestfloatA,officeAddr,primeOperating,endDate,TShEquity,stop,industry,area,timeToMarket,holders
000001.XSHE,000001,XSHE,1.0,主板,CNY,平安银行,平安银行股份有限公司,L,1991/4/3,,A,沪深A股,CHN,2.0,17170411400.0,16917989700.0,16917989700.0,广东省深圳市罗湖区深南东路5047号,人民币、外币存贷款;国际、国内结算;票据贴现;外汇买卖;提供担保及信用证服务;提供保管箱服务等。,2017/9/30,218111000000.0,False,银行,深圳,19910403,393000
000002.XSHE,000002,XSHE,1.0,主板,CNY,万科A,万科企业股份有限公司,L,1991/1/29,,A,沪深A股,CHN,3.0,11039152000.0,11024120600.0,9709165100.0,广东省深圳市盐田区大梅沙环梅路33号万科中心,房地产业务及投资零售业务。,2017/9/30,167725000000.0,False,全国地产,深圳,19910129,207215
000004.XSHE,000004,XSHE,1.0,主板,CNY,国农科技,深圳中国农大科技股份有限公司,L,1991/1/14,,A,沪深A股,CHN,5.0,83976700.0,82963700.0,82963700.0,广东省深圳市南山区中心路(深圳湾段)3333号中铁南方总部大厦503室,生物特征识别系统、生物制药的研发与销售、房地产开发和销售。,2017/9/30,169991455.3,False,生物制药,深圳,19910114,12388
000005.XSHE,000005,XSHE,1.0,主板,CNY,世纪星源,深圳世纪星源股份有限公司,L,1990/12/10,,A,沪深A股,CHN,6.0,1058536900.0,951222500.0,951222500.0,深圳市罗湖区深南东路2017号华乐大厦3楼,房地产、酒店式公寓管理、交通运输、商务咨询、软件开发、财经资讯等。,2017/9/30,1344260964.0,False,房产服务,深圳,19901210,129643
000006.XSHE,000006,XSHE,1.0,主板,CNY,深振业A,深圳市振业(集团)股份有限公司,L,1992/4/27,,A,沪深A股,CHN,7.0,1349995100.0,1345169200.0,1345169200.0,广东省深圳市罗湖区宝安南路2014号振业大厦B座11-17层,房地产开发与经营。,2017/9/30,5240483112.0,False,区域地产,深圳,19920427,80462
000007.XSHE,000007,XSHE,1.0,主板,CNY,全新好,深圳市全新好股份有限公司,L,1992/4/13,,A,沪深A股,CHN,8.0,346448000.0,308948000.0,308948000.0,深圳市福田区梅林街道梅康路8号理想时代大厦6楼,投资兴办实业(具体项目另外申报);国内商业、物资供销业(不含专营、专控、专卖商品);自有物业租赁;环保产品的技术开发;信息咨询(不含限制项目);项目投资(不含限制项目);房地产开发;酒店经营等。,2017/9/30,384135418.2,False,酒店餐饮,深圳,19920413,14453
000008.XSHE,000008,XSHE,1.0,主板,CNY,神州高铁,神州高铁技术股份有限公司,L,1992/5/7,,A,沪深A股,CHN,9.0,2818329800.0,2011042800.0,2011042800.0,北京市海淀区高梁桥斜街59号院1号楼中坤大厦16层,轨道交通安全检测监测技术、数据采集及分析技术和智能化维护技术的研发与应用。,2017/9/30,6316922516.0,False,运输设备,北京,19920507,64328
000009.XSHE,000009,XSHE,1.0,主板,CNY,中国宝安,中国宝安集团股份有限公司,L,1991/6/25,,A,沪深A股,CHN,10.0,2149345000.0,2120089100.0,2120089100.0,广东省深圳市笋岗东路宝安广场A座28-29层,高新技术产业、生物医药业和房地产业的投资。,2017/9/30,10090400892.0,False,综合类,深圳,19910625,186467
000010.XSHE,000010,XSHE,1.0,主板,CNY,美丽生态,深圳美丽生态股份有限公司,L,1995/10/27,,A,沪深A股,CHN,11.0,819854700.0,522171500.0,522171500.0,广东省深圳市福田区中心四路1-1号嘉里建设广场第三座3201室,"高新技术项目的开发及相关产品的技术服务,计算机网络系统工程、计算机软、硬件的技术开发、生产、安装及系统集成,电子技术产品的技术开发、生产,信息咨询服务。",2017/9/30,2253959326.0,False,建筑施工,深圳,19951027,54225
000011.XSHE,000011,XSHE,1.0,主板,CNY,深物业A,深圳市物业发展(集团)股份有限公司,L,1992/3/30,,A,沪深A股,CHN,12.0,595979100.0,243467900.0,175862600.0,"广东省深圳市人民南路国贸大厦39,42层",房地产开发经营。,2017/9/30,2879738971.0,False,区域地产,深圳,19920330,47200
000012.XSHE,000012,XSHE,1.0,主板,CNY,南玻A,中国南玻集团股份有限公司,L,1992/2/28,,A,沪深A股,CHN,13.0,2484147600.0,2386375000.0,1509403400.0,广东省深圳市蛇口工业六路一号南玻大厦,"平板玻璃、工程玻璃等节能建筑材料,硅材料、光伏组件等可再生能源产品及超薄电子玻璃等新型材料和高科技产品的生产、制造和销售",2017/9/30,8674275337.0,False,玻璃,深圳,19920228,158977
000014.XSHE,000014,XSHE,1.0,主板,CNY,沙河股份,沙河实业股份有限公司,L,1992/6/2,,A,沪深A股,CHN,15.0,201705200.0,201705200.0,201705200.0,广东省深圳市南山区白石路2222号沙河世纪楼,房地产开发与销售。,2017/9/30,794934412.1,False,全国地产,深圳,19920602,22634
000016.XSHE,000016,XSHE,1.0,主板,CNY,深康佳A,康佳集团股份有限公司,L,1992/3/27,,A,沪深A股,CHN,17.0,2407945400.0,2407925900.0,1596574300.0,深圳市南山区粤海街道科技园科技南十二路28号康佳研发大厦15-24层,"生产和销售黑白、彩色电视机收录机及音响,图文传真机、对讲机及电话等影视、音响、通讯产品。",2017/9/30,3486227897.0,False,家用电器,深圳,19920327,88164
000017.XSHE,000017,XSHE,1.0,主板,CNY,深中华A,深圳中华自行车(集团)股份有限公司,L,1992/3/31,,A,沪深A股,CHN,18.0,551347900.0,551343200.0,302980300.0,广东省深圳市笋岗东路3002号万通大厦1201室,为自行车、电动自行车及零配件的生产和销售.,2017/9/30,15669016.38,False,文教休闲,深圳,19920331,52397
000018.XSHE,000018,XSHE,1.0,主板,CNY,神州长城,神州长城股份有限公司,L,1992/6/16,,A,沪深A股,CHN,19.0,1698245000.0,1017569600.0,753766300.0,北京市经济技术开发区锦绣街3号神州长城大厦,各类纯棉、纯麻、涤棉、麻棉、混纺高档面料以及成衣产品的印染生产、加工和销售业务。,2017/9/30,2111808516.0,False,装修装饰,深圳,19920616,73285
000019.XSHE,000019,XSHE,1.0,主板,CNY,深深宝A,深圳市深宝实业股份有限公司,L,1992/10/12,,A,沪深A股,CHN,20.0,496782300.0,467713900.0,415964600.0,广东省深圳市南山区学府路科技园南区软件产业基地4栋B座8层,生产食品罐头、饮料、土产品;国内商业、物资供销业;进出口业务;房地产开发、经营。,2017/9/30,993293319.7,False,软饮料,深圳,19921012,73914
000020.XSHE,000020,XSHE,1.0,主板,CNY,深华发A,深圳中恒华发股份有限公司,L,1992/4/28,,A,沪深A股,CHN,21.0,283161200.0,283161200.0,181165400.0,广东省深圳市南山区大冲商务中心2号楼33层,电路板生产、销售;精密注塑件、五金件(含工模具)的加工;物业租赁业务以及液晶显示器、彩色电视机的加工、销售。,2017/9/30,320046958.1,False,元器件,深圳,19920428,24634
000021.XSHE,000021,XSHE,1.0,主板,CNY,深科技,深圳长城开发科技股份有限公司,L,1994/2/2,,A,沪深A股,CHN,22.0,1471259300.0,1469270800.0,1469270800.0,广东省深圳市福田区彩田路7006号,"开发、生产、经营计算机软、硬件系统及其外部设备、通讯设备、电子仪器仪表及其零部件、原器件、接插件和原材料,生产、经营家用商品电脑及电子玩具(以上生产项目均不含限制项目);金融计算机软件模型的制作和设计、精密模具CAD/CAM技术、节能型自动化机电产品和智能自动化控制系统、办公自动化设备、激光仪器、光电产品及金卡系统、光通讯系统和信息网络系统的技术开发和安装工程;商用机器(含税控设备、税控系统)、机顶盒、表计类产品(水表、气表等)、网络多媒体产品的开发、设计、生产、销售及服务;金融终端设备的开发、设计、生产、销售、技术服务、售后服务及系统集成;经营进出口业务;普通货运;房屋、设备及固定资产租赁。",2017/9/30,5869575517.0,False,电脑设备,深圳,19940202,109095
000022.XSHE,000022,XSHE,1.0,主板,CNY,深赤湾A,深圳赤湾港航股份有限公司,L,1993/5/5,,A,沪深A股,CHN,23.0,644763800.0,644405400.0,464866100.0,广东省深圳市南山区招商街道赤湾石油大厦八楼,集装箱和散杂货物的港口装卸、仓储、运输及其它配套服务。,2017/9/30,6747272008.0,False,港口,深圳,19930505,35592
000023.XSHE,000023,XSHE,1.0,主板,CNY,深天地A,深圳市天地(集团)股份有限公司,L,1993/4/29,,A,沪深A股,CHN,24.0,138756200.0,138756200.0,138756200.0,广东省深圳市南山区高新技术产业园(北区)朗山路东物商业大楼10楼,"商品混凝土及其原材料的生产、销售,房地产开发、物业管理等。",2017/9/30,483899682.6,False,其他建材,深圳,19930429,11983
000025.XSHE,000025,XSHE,1.0,主板,CNY,特力A,深圳市特力(集团)股份有限公司,L,1993/6/21,,A,沪深A股,CHN,26.0,297281600.0,220281600.0,193881600.0,广东省深圳市福田区深南中路中核大厦十五楼,汽车销售业务、汽车维修及检测业务、物业租赁服务业务。,2017/9/30,963494085.6,False,汽车服务,深圳,19930621,56881
000026.XSHE,000026,XSHE,1.0,主板,CNY,飞亚达A,飞亚达(集团)股份有限公司,L,1993/6/3,,A,沪深A股,CHN,27.0,438744800.0,438695100.0,357047100.0,广东省深圳市南山区高新南一道飞亚达科技大厦20楼,"钟表及其零配件的设计开发、制造销售和自营进出口业务,同时还涉及商业、餐饮业、物业管理等多种产业,公司的主导产品为“飞亚达”牌手表。",2017/9/30,2468951492.0,False,其他商业,深圳,19930603,24615
000027.XSHE,000027,XSHE,1.0,主板,CNY,深圳能源,深圳能源集团股份有限公司,L,1993/9/3,,A,沪深A股,CHN,28.0,3964491600.0,3964491600.0,3964491600.0,"广东省深圳市福田区深南中路2068号华能大厦5,33,35-36,38-41层","各种常规能源和新能源的开发、生产、购销;投资和经营与能源相关的原材料的开发和运输、港口、码头和仓储工业等;投资和经营与能源相配套的地产、房产业和租赁等产业;投资和经营能提高能源使用效益的高科技产业;经营和进出口本公司能源项目所需的成套设备、配套设备、机具和交通工具等;各种能源工程项目的设计、施工、管理和经营,以及与能源工程相关的人员培训、咨询及其他相关服务业务;环保技术的开发、转让和服务;物业管理、自有物业租赁;能提高社会经济效益的其他业务。",2017/9/30,25449006111.0,False,火力发电,深圳,19930903,125698
000028.XSHE,000028,XSHE,1.0,主板,CNY,国药一致,国药集团一致药业股份有限公司,L,1993/8/9,,A,沪深A股,CHN,29.0,428127000.0,362630000.0,307744400.0,广东省深圳市福田区八卦四路15号一致药业大厦,"药品的研发、生产,中西成药、中药材、生物制品、生化药品、保健品、医疗器械的批发销售和连锁零售。",2017/9/30,9606987597.0,False,医药商业,深圳,19930809,18100
000029.XSHE,000029,XSHE,1.0,主板,CNY,深深房A,深圳经济特区房地产(集团)股份有限公司,L,1993/9/15,,A,沪深A股,CHN,30.0,1011660000.0,1011660000.0,891660000.0,广东省深圳市人民南路深房广场47楼,房地产开发及商品房销售、物业租赁及管理、商品零售及贸易、酒店业务、设备安装及维修、建筑、室内装修等业务。,2017/9/30,2669725930.0,False,区域地产,深圳,19930915,76400
000030.XSHE,000030,XSHE,1.0,主板,CNY,富奥股份,富奥汽车零部件股份有限公司,L,1993/9/29,,A,沪深A股,CHN,31.0,1293251500.0,1286401900.0,1252245600.0,吉林省长春市汽车经济技术开发区东风南街777号,汽车零部件及相关产品的研究、设计、制造;国内销售及售后服务;进出口业务;设备及工艺装备的设计、制造及相关服务;租赁业务、物业服务业务(需凭有效资质证书经营);仓储和配送业务及相关服务。,2017/9/30,6144079871.0,False,汽车配件,吉林,19930929,33000
000031.XSHE,000031,XSHE,1.0,主板,CNY,中粮地产,中粮地产(集团)股份有限公司,L,1993/10/8,,A,沪深A股,CHN,32.0,1813731600.0,1813723000.0,1813723000.0,广东省深圳市福田区福华一路1号大中华国际交易广场35层,商品房开发与销售、物业租赁、来料加工业。,2017/9/30,11730939722.0,False,全国地产,深圳,19931008,191500
000032.XSHE,000032,XSHE,1.0,主板,CNY,深桑达A,深圳市桑达实业股份有限公司,L,1993/10/28,,A,沪深A股,CHN,33.0,422254100.0,279435900.0,279435900.0,广东省深圳市南山区科技园科技路1号桑达科技大厦15-17层,电子设备、电子元器件、电子消费通信产品的生产、销售及房地产开发。,2017/9/30,1573907632.0,False,元器件,深圳,19931028,24550
000034.XSHE,000034,XSHE,1.0,主板,CNY,神州数码,神州数码集团股份有限公司,L,1994/5/9,,A,沪深A股,CHN,35.0,654070400.0,357969900.0,357969900.0,北京市海淀区上地九街九号数码科技广场神州数码集团股份有限公司证券部,消费电子分销业务和企业IT产品分销业务,2017/9/30,2949154656.0,False,综合类,深圳,19940509,28529
000035.XSHE,000035,XSHE,1.0,主板,CNY,中国天楹,中国天楹股份有限公司,L,1994/4/8,,A,沪深A股,CHN,36.0,1351521400.0,1168125800.0,1168125800.0,江苏省南通市海安县城黄海大道(西)268号,自产产品出口和生产所需原辅材料、机械设备及零配件的进口业务;电子信息、医疗设备、高新材料、能源工程、生物工程、海洋工程等高新技术产品的开发;兴办实业(具体项目另报);各类经济信息咨询服务(不含限制项目);开发、生产、销售数字移动电话机。,2017/9/30,2957009700.0,False,环境保护,江苏,19940408,40267
000036.XSHE,000036,XSHE,1.0,主板,CNY,华联控股,华联控股股份有限公司,L,1994/6/17,,A,沪深A股,CHN,37.0,1141487700.0,1135480200.0,1135480200.0,广东省深圳市深南中路2008号华联大厦11层,房地产开发及自有物业租赁管理业务。,2017/9/30,4787474474.0,False,全国地产,深圳,19940617,73092
000037.XSHE,000037,XSHE,1.0,主板,CNY,深南电A,深圳南山热电股份有限公司,L,1994/7/1,,A,沪深A股,CHN,38.0,602762600.0,602749600.0,338895200.0,"广东省深圳市南山区华侨城汉唐大厦16,17楼",电力生产。,2017/9/30,2014382552.0,False,火力发电,深圳,19940701,30800
000038.XSHE,000038,XSHE,1.0,主板,CNY,深大通,深圳大通实业股份有限公司,L,1994/8/8,,A,沪深A股,CHN,39.0,522777400.0,78879000.0,78879000.0,广东省深圳市福田区深南大道6023号耀华创建大厦904-905,房地产开发和经营。,2017/9/30,5305461424.0,False,广告包装,深圳,19940808,17413
000039.XSHE,000039,XSHE,1.0,主板,CNY,中集集团,中国国际海运集装箱(集团)股份有限公司,L,1994/4/8,,A,沪深A股,CHN,40.0,2982889100.0,2982189600.0,1265613000.0,广东省深圳市南山区蛇口港湾大道2号中集研发中心,制造修理集装箱及其有关业务。,2017/9/30,41362604000.0,False,轻工机械,深圳,19940408,71384
000040.XSHE,000040,XSHE,1.0,主板,CNY,东旭蓝天,东旭蓝天新能源股份有限公司,L,1994/8/8,,A,沪深A股,CHN,41.0,1337173300.0,1060340700.0,1060340700.0,广东省深圳市罗湖区东门中路1011号鸿基大厦25-27楼,"房地产,光伏发电",2017/9/30,11352501552.0,False,新型电力,深圳,19940808,28856
000042.XSHE,000042,XSHE,1.0,主板,CNY,中洲控股,深圳市中洲投资控股股份有限公司,L,1994/9/21,,A,沪深A股,CHN,42.0,664831200.0,487996500.0,487996500.0,深圳市福田区百花五路长源楼,房地产开发与经营。,2017/9/30,6292931690.0,False,全国地产,深圳,19940921,13503
000043.XSHE,000043,XSHE,1.0,主板,CNY,中航地产,中航地产股份有限公司,L,1994/9/28,,A,沪深A股,CHN,43.0,666961500.0,666780700.0,666780700.0,广东省深圳市福田区振华路163号飞亚达大厦六楼,"第三产业,旅游服务业(包括四星级酒店、酒楼、干洗公司)、工业实业(自行车制造)、房地产(包括物业管理)三业",2017/9/30,4597302510.0,False,全国地产,深圳,19940928,23076
000045.XSHE,000045,XSHE,1.0,主板,CNY,深纺织A,深圳市纺织(集团)股份有限公司,L,1994/8/15,,A,沪深A股,CHN,44.0,511274100.0,506449800.0,457019600.0,广东省深圳市福田区华强北路3号深纺大厦6楼,公司主要从事纺织服装、LCD用偏光片及其相关产品的生产与贸易和物业租赁管。,2017/9/30,3478737029.0,False,纺织,深圳,19940815,37400
000046.XSHE,000046,XSHE,1.0,主板,CNY,泛海控股,泛海控股股份有限公司,L,1994/9/12,,A,沪深A股,CHN,45.0,5196200700.0,5091665000.0,5091665000.0,北京市东城区建国门内大街28号民生金融中心C座22层,房地产开发经营、项目投资。,2017/9/30,25856014958.0,False,全国地产,北京,19940912,36859
000048.XSHE,000048,XSHE,1.0,主板,CNY,康达尔,深圳市康达尔(集团)股份有限公司,L,1994/11/1,,A,沪深A股,CHN,47.0,390768700.0,385392300.0,385392300.0,广东省深圳市福田区深南大道和泰然大道交汇处绿景纪元大厦24楼,养殖肉鸡、鸡苗、禽蛋、肉猪、种猪;生产销售饲料;国内商业、物资供销业(不含专营、专控、专卖商品);房地产开发;交通运输;自来水供应;电力开发、电力工程引进等。,2017/9/30,765334268.3,False,饲料,深圳,19941101,10760
000049.XSHE,000049,XSHE,1.0,主板,CNY,德赛电池,深圳市德赛电池科技股份有限公司,L,1995/3/20,,A,沪深A股,CHN,48.0,205243700.0,205243700.0,205243700.0,广东省深圳市南山区高新科技园南区高新南一道德赛科技大厦26楼,生产销售高科技电池类产品。,2017/9/30,1680318547.0,False,电气设备,深圳,19950320,34911
000050.XSHE,000050,XSHE,1.0,主板,CNY,深天马A,天马微电子股份有限公司,L,1995/3/15,,A,沪深A股,CHN,49.0,1401098800.0,1401016200.0,1401016200.0,广东省深圳市南山区马家龙工业城64栋7层,制造销售各类液晶显示器及与之相关的材料、设备和产品;普通货运;货物、技术进出口业务。,2017/9/30,14427626552.0,False,元器件,深圳,19950315,86983
000055.XSHE,000055,XSHE,1.0,主板,CNY,方大集团,方大集团股份有限公司,L,1996/4/15,,A,沪深A股,CHN,50.0,1183642300.0,1182170600.0,678243800.0,广东省深圳市高新技术产业园南区科技南十二路方大科技大厦,建筑幕墙系统及材料、轨道交通设备(地铁屏蔽门等)。,2017/9/30,2393321477.0,False,其他建材,深圳,19960415,59052
000056.XSHE,000056,XSHE,1.0,主板,CNY,皇庭国际,深圳市皇庭国际企业股份有限公司,L,1996/7/8,,A,沪深A股,CHN,51.0,1175345400.0,529345800.0,286111200.0,广东省深圳市福田区金田路2028号皇岗商务中心58楼,"投资、经纪及金融,私人财务,护老服务,物业租赁,销售物业及与物业有关之投资。",2017/9/30,5767136949.0,False,房产服务,深圳,19960708,17202
000058.XSHE,000058,XSHE,1.0,主板,CNY,深赛格,深圳赛格股份有限公司,L,1996/12/26,,A,沪深A股,CHN,52.0,1235656300.0,784732600.0,538271300.0,广东省深圳市福田区华强北路群星广场A座三十一楼,电子专业市场及其配套项目的开发及经营、物业租赁服务业务、贸易及渠道业务、电子商务、小额贷款增值业务以及酒店业务等,2017/9/30,2361382597.0,False,元器件,深圳,19961226,70931
000059.XSHE,000059,XSHE,1.0,主板,CNY,华锦股份,北方华锦化学工业股份有限公司,L,1997/1/30,,A,沪深A股,CHN,53.0,1599442600.0,1599439100.0,1599439100.0,辽宁省盘锦市双台子区红旗大街,由聚烯烃产品、油品、液化产品、尿素和精细化工产品构成。,2017/9/30,12038612346.0,False,石油加工,辽宁,19970130,78753
000060.XSHE,000060,XSHE,1.0,主板,CNY,中金岭南,深圳市中金岭南有色金属股份有限公司,L,1997/1/23,,A,沪深A股,CHN,54.0,2379790300.0,2211089500.0,2211089500.0,广东省深圳市福田区深南大道6013号中国有色大厦24-26楼,有色金属铅锌的采、选、冶、加工及电池锌粉等储能材料生产、铝型材加工、幕墙安装工程、出租汽车营运、房地产开发等。,2017/9/30,10501531572.0,False,铅锌,深圳,19970123,143884
000061.XSHE,000061,XSHE,1.0,主板,CNY,农产品,深圳市农产品股份有限公司,L,1997/1/10,,A,沪深A股,CHN,55.0,1696964200.0,1690402300.0,1690402300.0,广东省深圳市福田区深南大道7028号时代科技大厦13楼,"开发、建设、经营、管理农产品批发市场,经营管理市场租售业务,提供市场交易服务;经营农产品、水产品的批发、连锁经营和进出口业务等。",2017/9/30,6405406635.0,False,农业综合,深圳,19970110,51094
000062.XSHE,000062,XSHE,1.0,主板,CNY,深圳华强,深圳华强实业股份有限公司,L,1997/1/30,,A,沪深A股,CHN,56.0,721316800.0,666949800.0,666949800.0,广东省深圳市福田区华强北路华强广场A座5楼,"面向电子信息产业,建设以专业市场为基础、以交易为核心、以网络技术为支撑的高端服务业综合平台。",2017/9/30,4393295885.0,False,批发业,深圳,19970130,36600
000063.XSHE,000063,XSHE,1.0,主板,CNY,中兴通讯,中兴通讯股份有限公司,L,1997/11/18,,A,沪深A股,CHN,57.0,4190014500.0,4184918000.0,3429415500.0,广东省深圳市南山区高新技术产业园科技南路中兴通讯大厦,"投资兴办实业,电子及通信设备零部件的销售。",2017/9/30,45006612000.0,False,通信设备,深圳,19971118,318000
000065.XSHE,000065,XSHE,1.0,主板,CNY,北方国际,北方国际合作股份有限公司,L,1998/6/5,,A,沪深A股,CHN,58.0,513003600.0,408248800.0,408248800.0,北京市石景山区政达路6号院北方国际大厦19-22层,各类型工业、能源、交通、民用工程建设项目的施工总承包。,2017/9/30,3945900182.0,False,建筑施工,北京,19980605,30762
000066.XSHE,000066,XSHE,1.0,主板,CNY,中国长城,中国长城科技集团股份有限公司,L,1997/6/26,,A,沪深A股,CHN,59.0,2944069500.0,2491027800.0,2491027800.0,广东省深圳市南山区科技工业园长城计算机大厦,"电子计算机硬件、软件系统及网络系统、电子产品、液晶电视、等离子电视、电话机的技术开发、生产销售及售后服务,并提供相关的技术和咨询服务等多类业务。",2017/9/30,7652177443.0,False,电脑设备,深圳,19970626,149337
000068.XSHE,000068,XSHE,1.0,主板,CNY,华控赛格,深圳华控赛格股份有限公司,L,1997/6/11,,A,沪深A股,CHN,60.0,1006671500.0,896671500.0,896671500.0,广东省深圳市大工业区兰竹东路23号,彩色显像管、显示管玻壳的设计、制造和销售。,2017/9/30,1051824123.0,False,元器件,深圳,19970611,31464
000069.XSHE,000069,XSHE,1.0,主板,CNY,华侨城A,深圳华侨城股份有限公司,L,1997/9/10,,A,沪深A股,CHN,61.0,8205681400.0,6144489100.0,6144489100.0,广东省深圳市南山区华侨城集团办公大楼,旅游综合、房地产和纸包装业务。,2017/9/30,52829244589.0,False,旅游景点,深圳,19970910,105369
000070.XSHE,000070,XSHE,1.0,主板,CNY,特发信息,深圳市特发信息股份有限公司,L,2000/5/11,,A,沪深A股,CHN,62.0,626994700.0,541850900.0,541850900.0,广东省深圳市南山区高新区中区科丰路2号特发信息港大厦B栋18楼,"经营光缆、光纤、通信设备、电子元器件,核心业务是光缆、通信设备、铝电解电容器的生产和销售,辅助业务有系统集成、通信工程的安装调试、维护与服务等。",2017/9/30,2211118297.0,False,通信设备,深圳,20000511,36978
000078.XSHE,000078,XSHE,1.0,主板,CNY,海王生物,深圳市海王生物工程股份有限公司,L,1998/12/18,,A,沪深A股,CHN,63.0,2646613300.0,1856654700.0,1856654700.0,广东省深圳市南山区科技园科技中三路1号海王银河科技大厦24楼,医药制造和医药商业流通。,2017/9/30,6384740503.0,False,生物制药,深圳,19981218,145481
000088.XSHE,000088,XSHE,1.0,主板,CNY,盐田港,深圳市盐田港股份有限公司,L,1997/7/28,,A,沪深A股,CHN,64.0,1942200000.0,1942200000.0,1942200000.0,广东省深圳市盐田区盐田港海港大厦十八层--十九层,"集装箱码头装卸,高速公路、隧道疏港运输,商品混凝土供应,仓储,集装箱运输经营等。",2017/9/30,6926801593.0,False,港口,深圳,19970728,79723
000089.XSHE,000089,XSHE,1.0,主板,CNY,深圳机场,深圳市机场股份有限公司,L,1998/4/20,,A,沪深A股,CHN,65.0,2050769500.0,2050769500.0,2050769500.0,广东省深圳市宝安国际机场T3商务办公楼A座,航空客货地面运输及过港保障与服务。,2017/9/30,11061806666.0,False,机场,深圳,19980420,59897
000090.XSHE,000090,XSHE,1.0,主板,CNY,天健集团,深圳市天健(集团)股份有限公司,L,1999/7/21,,A,沪深A股,CHN,66.0,1197785600.0,773542100.0,773542100.0,"广东省深圳市福田区滨河大道5020号证券大厦20,21,23,24层",市政工程、建筑施工、房地产开发和城市基础设施的投资开发,2017/9/30,6534522160.0,False,建筑施工,深圳,19990721,36983
000096.XSHE,000096,XSHE,1.0,主板,CNY,广聚能源,深圳市广聚能源股份有限公司,L,2000/7/24,,A,沪深A股,CHN,67.0,528000000.0,510848000.0,510848000.0,广东省深圳市南山区海德三道天利中央商务广场22楼,石油制品液化石油气经销及电力投资。,2017/9/30,2370976636.0,False,石油贸易,深圳,20000724,34218
000099.XSHE,000099,XSHE,1.0,主板,CNY,中信海直,中信海洋直升机股份有限公司,L,2000/7/31,,A,沪深A股,CHN,68.0,606070400.0,606070400.0,606070400.0,广东省深圳市南山区南海大道3533号深圳直升机场,为国内外用户提供海洋石油直升机飞行服务及其他通用航空业务,2017/9/30,3045903543.0,False,空运,深圳,20000731,63772
000100.XSHE,000100,XSHE,1.0,主板,CNY,TCL集团,TCL集团股份有限公司,L,2004/1/30,,A,沪深A股,CHN,69.0,13514972100.0,9001356700.0,9001356700.0,广东省惠州市仲恺高新区惠风三路17号TCL科技大厦,"产业架构为“4+6”,4个核心产业为TCL多媒体、TCL通讯、TCL家电集团和华星光电,6个其他业务单位为系统科技事业本部、泰科立集团、新兴业务群、投资业务群、翰林汇公司和房地产公司。",2017/9/30,52467319947.0,False,家用电器,广东,20040130,482929
000150.XSHE,000150,XSHE,1.0,主板,CNY,宜华健康,宜华健康医疗股份有限公司,L,2000/8/7,,A,沪深A股,CHN,70.0,447804800.0,375329400.0,375329400.0,广东省汕头市澄海区文冠路口右侧宜都花园,房地产开发与销售。,2017/9/30,2608632324.0,False,医疗保健,广东,20000807,21091
000151.XSHE,000151,XSHE,1.0,主板,CNY,中成股份,中成进出口股份有限公司,L,2000/9/6,,A,沪深A股,CHN,71.0,295980000.0,266544000.0,266544000.0,北京市东城区安定门西滨河路9号,成套设备与技术进出口、一般贸易和境外实业投资和项目管理等业务。,2017/9/30,981473400.7,False,商贸代理,北京,20000906,44201
000153.XSHE,000153,XSHE,1.0,主板,CNY,丰原药业,安徽丰原药业股份有限公司,L,2000/9/20,,A,沪深A股,CHN,72.0,317077600.0,311977200.0,311977200.0,安徽省合肥市包河工业区大连路16号,主营业务范围包括生物药、中药、化学合成药及其制剂等方面的研究、开发、生产和销售。,2017/9/30,1204939655.0,False,化学制药,安徽,20000920,35675
000155.XSHE,000155,XSHE,1.0,主板,CNY,川化股份,川化股份有限公司,L,2000/9/26,,A,沪深A股,CHN,73.0,1270000000.0,937200000.0,937200000.0,四川省成都市青白江区大弯镇团结路311号,合成氨、尿素、硝酸铵、三聚氰胺、硫酸、浓硝酸、硫酸钾、过氧化氢、液体二氧化碳、催化剂等化肥、化工产品的生产和销售。,2017/9/30,3506631228.0,False,农药化肥,四川,20000926,29521
000156.XSHE,000156,XSHE,1.0,主板,CNY,华数传媒,华数传媒控股股份有限公司,L,2000/9/6,,A,沪深A股,CHN,74.0,1433351900.0,993624300.0,993624300.0,浙江省杭州市滨江区长江路79号华数白马湖数字电视产业园B座,杭州地区有线电视网络运营和面向全国的互动电视、手机电视、互联网电视、互联网视频、广告等传媒信息服务业。,2017/9/30,10249689508.0,False,影视音像,浙江,20000906,39676
000157.XSHE,000157,XSHE,1.0,主板,CNY,中联重科,中联重科股份有限公司,L,2000/10/12,,A,沪深A股,CHN,75.0,7794048100.0,7613641900.0,6225434800.0,湖南省长沙市银盆南路361号,"公司属于工程机械制造业,公司目前主营工程机械产品及配件的开发、制造和销售,主要生产拖式混凝土输送泵、混凝土泵车等混凝土机械,全液压振动压路机、沥青摊铺机等路面施工机械,道路清扫车等市政环卫机械,塔式起重机,汽车起重机等起重机械。",2017/9/30,38004430500.0,False,工程机械,湖南,20001012,379875
000158.XSHE,000158,XSHE,1.0,主板,CNY,常山北明,石家庄常山北明科技股份有限公司,L,2000/7/24,,A,沪深A股,CHN,76.0,1652875000.0,1014962000.0,1014962000.0,河北省石家庄市和平东路183号,棉纱布、涤棉纱布和印染布的生产销售;自产产品和技术的进出口业务;棉花收购加工;棉花批发、零售。,2017/9/30,5732902614.0,False,纺织,河北,20000724,54682
