ListSector,ListSectorCD,TShEquity,area,code,delistDate,endDate,equType,equTypeCD,exCountryCD,exchangeCD,holders,if_index,industry,listDate,listStatusCD,nonrestFloatShares,nonrestfloatA,officeAddr,partyID,primeOperating,secFullName,secID,secShortName,stop,timeToMarket,totalShares,transCurrCD
主板,1,2.18111E+11,深圳,1,,2017/9/30,沪深A股,A,CHN,XSHE,393000,0,银行,1991/4/3,L,16917989700,16917989700,广东省深圳市罗湖区深南东路5047号,2,人民币、外币存贷款;国际、国内结算;票据贴现;外汇买卖;提供担保及信用证服务;提供保管箱服务等。,平安银行股份有限公司,000001.XSHE,平安银行,FALSE,19910403,17170411400,CNY
主板,1,1.67725E+11,深圳,2,,2017/9/30,沪深A股,A,CHN,XSHE,207215,0,全国地产,1991/1/29,L,11024120600,9709165100,广东省深圳市盐田区大梅沙环梅路33号万科中心,3,房地产业务及投资零售业务。,万科企业股份有限公司,000002.XSHE,万科A,FALSE,19910129,11039152000,CNY
主板,1,169991455.3,深圳,4,,2017/9/30,沪深A股,A,CHN,XSHE,12388,0,生物制药,1991/1/14,L,82963700,82963700,广东省深圳市南山区中心路(深圳湾段)3333号中铁南方总部大厦503室,5,生物特征识别系统、生物制药的研发与销售、房地产开发和销售。,深圳中国农大科技股份有限公司,000004.XSHE,国农科技,FALSE,19910114,83976700,CNY
主板,1,1344260964,深圳,5,,2017/9/30,沪深A股,A,CHN,XSHE,129643,0,房产服务,1990/12/10,L,951222500,951222500,深圳市罗湖区深南东路2017号华乐大厦3楼,6,房地产、酒店式公寓管理、交通运输、商务咨询、软件开发、财经资讯等。,深圳世纪星源股份有限公司,000005.XSHE,世纪星源,FALSE,19901210,1058536900,CNY
主板,1,5240483112,深圳,6,,2017/9/30,沪深A股,A,CHN,XSHE,80462,0,区域地产,1992/4/27,L,1345169200,1345169200,广东省深圳市罗湖区宝安南路2014号振业大厦B座11-17层,7,房地产开发与经营。,深圳市振业(集团)股份有限公司,000006.XSHE,深振业A,FALSE,19920427,1349995100,CNY
主板,1,384135418.2,深圳,7,,2017/9/30,沪深A股,A,CHN,XSHE,14453,0,酒店餐饮,1992/4/13,L,308948000,308948000,深圳市福田区梅林街道梅康路8号理想时代大厦6楼,8,投资兴办实业(具体项目另外申报);国内商业、物资供销业(不含专营、专控、专卖商品);自有物业租赁;环保产品的技术开发;信息咨询(不含限制项目);项目投资(不含限制项目);房地产开发;酒店经营等。,深圳市全新好股份有限公司,000007.XSHE,全新好,FALSE,19920413,346448000,CNY
主板,1,6316922516,北京,8,,2017/9/30,沪深A股,A,CHN,XSHE,64328,0,运输设备,1992/5/7,L,2011042800,2011042800,北京市海淀区高梁桥斜街59号院1号楼中坤大厦16层,9,轨道交通安全检测监测技术、数据采集及分析技术和智能化维护技术的研发与应用。,神州高铁技术股份有限公司,000008.XSHE,神州高铁,FALSE,19920507,2818329800,CNY
主板,1,10090400892,深圳,9,,2017/9/30,沪深A股,A,CHN,XSHE,186467,0,综合类,1991/6/25,L,2120089100,2120089100,广东省深圳市笋岗东路宝安广场A座28-29层,10,高新技术产业、生物医药业和房地产业的投资。,中国宝安集团股份有限公司,000009.XSHE,中国宝安,FALSE,19910625,2149345000,CNY
主板,1,2253959326,深圳,10,,2017/9/30,沪深A股,A,CHN,XSHE,54225,0,建筑施工,1995/10/27,L,522171500,522171500,广东省深圳市福田区中心四路1-1号嘉里建设广场第三座3201室,11,"高新技术项目的开发及相关产品的技术服务,计算机网络系统工程、计算机软、硬件的技术开发、生产、安装及系统集成,电子技术产品的技术开发、生产,信息咨询服务。",深圳美丽生态股份有限公司,000010.XSHE,美丽生态,FALSE,19951027,819854700,CNY
主板,1,2879738971,深圳,11,,2017/9/30,沪深A股,A,CHN,XSHE,47200,0,区域地产,1992/3/30,L,243467900,175862600,"广东省深圳市人民南路国贸大厦39,42层",12,房地产开发经营。,深圳市物业发展(集团)股份有限公司,000011.XSHE,深物业A,FALSE,19920330,595979100,CNY
主板,1,8674275337,深圳,12,,2017/9/30,沪深A股,A,CHN,XSHE,158977,0,玻璃,1992/2/28,L,2386375000,1509403400,广东省深圳市蛇口工业六路一号南玻大厦,13,"平板玻璃、工程玻璃等节能建筑材料,硅材料、光伏组件等可再生能源产品及超薄电子玻璃等新型材料和高科技产品的生产、制造和销售",中国南玻集团股份有限公司,000012.XSHE,南玻A,FALSE,19920228,2484147600,CNY
主板,1,794934412.1,深圳,14,,2017/9/30,沪深A股,A,CHN,XSHE,22634,0,全国地产,1992/6/2,L,201705200,201705200,广东省深圳市南山区白石路2222号沙河世纪楼,15,房地产开发与销售。,沙河实业股份有限公司,000014.XSHE,沙河股份,FALSE,19920602,201705200,CNY
主板,1,3486227897,深圳,16,,2017/9/30,沪深A股,A,CHN,XSHE,88164,0,家用电器,1992/3/27,L,2407925900,1596574300,深圳市南山区粤海街道科技园科技南十二路28号康佳研发大厦15-24层,17,"生产和销售黑白、彩色电视机收录机及音响,图文传真机、对讲机及电话等影视、音响、通讯产品。",康佳集团股份有限公司,000016.XSHE,深康佳A,FALSE,19920327,2407945400,CNY
主板,1,15669016.38,深圳,17,,2017/9/30,沪深A股,A,CHN,XSHE,52397,0,文教休闲,1992/3/31,L,551343200,302980300,广东省深圳市笋岗东路3002号万通大厦1201室,18,为自行车、电动自行车及零配件的生产和销售.,深圳中华自行车(集团)股份有限公司,000017.XSHE,深中华A,FALSE,19920331,551347900,CNY
主板,1,2111808516,深圳,18,,2017/9/30,沪深A股,A,CHN,XSHE,73285,0,装修装饰,1992/6/16,L,1017569600,753766300,北京市经济技术开发区锦绣街3号神州长城大厦,19,各类纯棉、纯麻、涤棉、麻棉、混纺高档面料以及成衣产品的印染生产、加工和销售业务。,神州长城股份有限公司,000018.XSHE,神州长城,FALSE,19920616,1698245000,CNY
主板,1,993293319.7,深圳,19,,2017/9/30,沪深A股,A,CHN,XSHE,73914,0,软饮料,1992/10/12,L,467713900,415964600,广东省深圳市南山区学府路科技园南区软件产业基地4栋B座8层,20,生产食品罐头、饮料、土产品;国内商业、物资供销业;进出口业务;房地产开发、经营。,深圳市深宝实业股份有限公司,000019.XSHE,深深宝A,FALSE,19921012,496782300,CNY
主板,1,320046958.1,深圳,20,,2017/9/30,沪深A股,A,CHN,XSHE,24634,0,元器件,1992/4/28,L,283161200,181165400,广东省深圳市南山区大冲商务中心2号楼33层,21,电路板生产、销售;精密注塑件、五金件(含工模具)的加工;物业租赁业务以及液晶显示器、彩色电视机的加工、销售。,深圳中恒华发股份有限公司,000020.XSHE,深华发A,FALSE,19920428,283161200,CNY
主板,1,5869575517,深圳,21,,2017/9/30,沪深A股,A,CHN,XSHE,109095,0,电脑设备,1994/2/2,L,1469270800,1469270800,广东省深圳市福田区彩田路7006号,22,"开发、生产、经营计算机软、硬件系统及其外部设备、通讯设备、电子仪器仪表及其零部件、原器件、接插件和原材料,生产、经营家用商品电脑及电子玩具(以上生产项目均不含限制项目);金融计算机软件模型的制作和设计、精密模具CAD/CAM技术、节能型自动化机电产品和智能自动化控制系统、办公自动化设备、激光仪器、光电产品及金卡系统、光通讯系统和信息网络系统的技术开发和安装工程;商用机器(含税控设备、税控系统)、机顶盒、表计类产品(水表、气表等)、网络多媒体产品的开发、设计、生产、销售及服务;金融终端设备的开发、设计、生产、销售、技术服务、售后服务及系统集成;经营进出口业务;普通货运;房屋、设备及固定资产租赁。",深圳长城开发科技股份有限公司,000021.XSHE,深科技,FALSE,19940202,1471259300,CNY
主板,1,6747272008,深圳,22,,2017/9/30,沪深A股,A,CHN,XSHE,35592,0,港口,1993/5/5,L,644405400,464866100,广东省深圳市南山区招商街道赤湾石油大厦八楼,23,集装箱和散杂货物的港口装卸、仓储、运输及其它配套服务。,深圳赤湾港航股份有限公司,000022.XSHE,深赤湾A,FALSE,19930505,644763800,CNY
主板,1,483899682.6,深圳,23,,2017/9/30,沪深A股,A,CHN,XSHE,11983,0,其他建材,1993/4/29,L,138756200,138756200,广东省深圳市南山区高新技术产业园(北区)朗山路东物商业大楼10楼,24,"商品混凝土及其原材料的生产、销售,房地产开发、物业管理等。",深圳市天地(集团)股份有限公司,000023.XSHE,深天地A,FALSE,19930429,138756200,CNY
主板,1,963494085.6,深圳,25,,2017/9/30,沪深A股,A,CHN,XSHE,56881,0,汽车服务,1993/6/21,L,220281600,193881600,广东省深圳市福田区深南中路中核大厦十五楼,26,汽车销售业务、汽车维修及检测业务、物业租赁服务业务。,深圳市特力(集团)股份有限公司,000025.XSHE,特力A,FALSE,19930621,297281600,CNY
主板,1,2468951492,深圳,26,,2017/9/30,沪深A股,A,CHN,XSHE,24615,0,其他商业,1993/6/3,L,438695100,357047100,广东省深圳市南山区高新南一道飞亚达科技大厦20楼,27,"钟表及其零配件的设计开发、制造销售和自营进出口业务,同时还涉及商业、餐饮业、物业管理等多种产业,公司的主导产品为“飞亚达”牌手表。",飞亚达(集团)股份有限公司,000026.XSHE,飞亚达A,FALSE,19930603,438744800,CNY
主板,1,25449006111,深圳,27,,2017/9/30,沪深A股,A,CHN,XSHE,125698,0,火力发电,1993/9/3,L,3964491600,3964491600,"广东省深圳市福田区深南中路2068号华能大厦5,33,35-36,38-41层",28,"各种常规能源和新能源的开发、生产、购销;投资和经营与能源相关的原材料的开发和运输、港口、码头和仓储工业等;投资和经营与能源相配套的地产、房产业和租赁等产业;投资和经营能提高能源使用效益的高科技产业;经营和进出口本公司能源项目所需的成套设备、配套设备、机具和交通工具等;各种能源工程项目的设计、施工、管理和经营,以及与能源工程相关的人员培训、咨询及其他相关服务业务;环保技术的开发、转让和服务;物业管理、自有物业租赁;能提高社会经济效益的其他业务。",深圳能源集团股份有限公司,000027.XSHE,深圳能源,FALSE,19930903,3964491600,CNY
主板,1,9606987597,深圳,28,,2017/9/30,沪深A股,A,CHN,XSHE,18100,0,医药商业,1993/8/9,L,362630000,307744400,广东省深圳市福田区八卦四路15号一致药业大厦,29,"药品的研发、生产,中西成药、中药材、生物制品、生化药品、保健品、医疗器械的批发销售和连锁零售。",国药集团一致药业股份有限公司,000028.XSHE,国药一致,FALSE,19930809,428127000,CNY
主板,1,2669725930,深圳,29,,2017/9/30,沪深A股,A,CHN,XSHE,76400,0,区域地产,1993/9/15,L,1011660000,891660000,广东省深圳市人民南路深房广场47楼,30,房地产开发及商品房销售、物业租赁及管理、商品零售及贸易、酒店业务、设备安装及维修、建筑、室内装修等业务。,深圳经济特区房地产(集团)股份有限公司,000029.XSHE,深深房A,FALSE,19930915,1011660000,CNY
主板,1,6144079871,吉林,30,,2017/9/30,沪深A股,A,CHN,XSHE,33000,0,汽车配件,1993/9/29,L,1286401900,1252245600,吉林省长春市汽车经济技术开发区东风南街777号,31,汽车零部件及相关产品的研究、设计、制造;国内销售及售后服务;进出口业务;设备及工艺装备的设计、制造及相关服务;租赁业务、物业服务业务(需凭有效资质证书经营);仓储和配送业务及相关服务。,富奥汽车零部件股份有限公司,000030.XSHE,富奥股份,FALSE,19930929,1293251500,CNY
主板,1,11730939722,深圳,31,,2017/9/30,沪深A股,A,CHN,XSHE,191500,0,全国地产,1993/10/8,L,1813723000,1813723000,广东省深圳市福田区福华一路1号大中华国际交易广场35层,32,商品房开发与销售、物业租赁、来料加工业。,中粮地产(集团)股份有限公司,000031.XSHE,中粮地产,FALSE,19931008,1813731600,CNY
主板,1,1573907632,深圳,32,,2017/9/30,沪深A股,A,CHN,XSHE,24550,0,元器件,1993/10/28,L,279435900,279435900,广东省深圳市南山区科技园科技路1号桑达科技大厦15-17层,33,电子设备、电子元器件、电子消费通信产品的生产、销售及房地产开发。,深圳市桑达实业股份有限公司,000032.XSHE,深桑达A,FALSE,19931028,422254100,CNY
主板,1,2949154656,深圳,34,,2017/9/30,沪深A股,A,CHN,XSHE,28529,0,综合类,1994/5/9,L,357969900,357969900,北京市海淀区上地九街九号数码科技广场神州数码集团股份有限公司证券部,35,消费电子分销业务和企业IT产品分销业务,神州数码集团股份有限公司,000034.XSHE,神州数码,FALSE,19940509,654070400,CNY
主板,1,2957009700,江苏,35,,2017/9/30,沪深A股,A,CHN,XSHE,40267,0,环境保护,1994/4/8,L,1168125800,1168125800,江苏省南通市海安县城黄海大道(西)268号,36,自产产品出口和生产所需原辅材料、机械设备及零配件的进口业务;电子信息、医疗设备、高新材料、能源工程、生物工程、海洋工程等高新技术产品的开发;兴办实业(具体项目另报);各类经济信息咨询服务(不含限制项目);开发、生产、销售数字移动电话机。,中国天楹股份有限公司,000035.XSHE,中国天楹,FALSE,19940408,1351521400,CNY
主板,1,4787474474,深圳,36,,2017/9/30,沪深A股,A,CHN,XSHE,73092,0,全国地产,1994/6/17,L,1135480200,1135480200,广东省深圳市深南中路2008号华联大厦11层,37,房地产开发及自有物业租赁管理业务。,华联控股股份有限公司,000036.XSHE,华联控股,FALSE,19940617,1141487700,CNY
主板,1,2014382552,深圳,37,,2017/9/30,沪深A股,A,CHN,XSHE,30800,0,火力发电,1994/7/1,L,602749600,338895200,"广东省深圳市南山区华侨城汉唐大厦16,17楼",38,电力生产。,深圳南山热电股份有限公司,000037.XSHE,深南电A,FALSE,19940701,602762600,CNY
主板,1,5305461424,深圳,38,,2017/9/30,沪深A股,A,CHN,XSHE,17413,0,广告包装,1994/8/8,L,78879000,78879000,广东省深圳市福田区深南大道6023号耀华创建大厦904-905,39,房地产开发和经营。,深圳大通实业股份有限公司,000038.XSHE,深大通,FALSE,19940808,522777400,CNY
主板,1,41362604000,深圳,39,,2017/9/30,沪深A股,A,CHN,XSHE,71384,0,轻工机械,1994/4/8,L,2982189600,1265613000,广东省深圳市南山区蛇口港湾大道2号中集研发中心,40,制造修理集装箱及其有关业务。,中国国际海运集装箱(集团)股份有限公司,000039.XSHE,中集集团,FALSE,19940408,2982889100,CNY
主板,1,11352501552,深圳,40,,2017/9/30,沪深A股,A,CHN,XSHE,28856,0,新型电力,1994/8/8,L,1060340700,1060340700,广东省深圳市罗湖区东门中路1011号鸿基大厦25-27楼,41,"房地产,光伏发电",东旭蓝天新能源股份有限公司,000040.XSHE,东旭蓝天,FALSE,19940808,1337173300,CNY
主板,1,6292931690,深圳,42,,2017/9/30,沪深A股,A,CHN,XSHE,13503,0,全国地产,1994/9/21,L,487996500,487996500,深圳市福田区百花五路长源楼,42,房地产开发与经营。,深圳市中洲投资控股股份有限公司,000042.XSHE,中洲控股,FALSE,19940921,664831200,CNY
主板,1,4597302510,深圳,43,,2017/9/30,沪深A股,A,CHN,XSHE,23076,0,全国地产,1994/9/28,L,666780700,666780700,广东省深圳市福田区振华路163号飞亚达大厦六楼,43,"第三产业,旅游服务业(包括四星级酒店、酒楼、干洗公司)、工业实业(自行车制造)、房地产(包括物业管理)三业",中航地产股份有限公司,000043.XSHE,中航地产,FALSE,19940928,666961500,CNY
主板,1,3478737029,深圳,45,,2017/9/30,沪深A股,A,CHN,XSHE,37400,0,纺织,1994/8/15,L,506449800,457019600,广东省深圳市福田区华强北路3号深纺大厦6楼,44,公司主要从事纺织服装、LCD用偏光片及其相关产品的生产与贸易和物业租赁管。,深圳市纺织(集团)股份有限公司,000045.XSHE,深纺织A,FALSE,19940815,511274100,CNY
主板,1,25856014958,北京,46,,2017/9/30,沪深A股,A,CHN,XSHE,36859,0,全国地产,1994/9/12,L,5091665000,5091665000,北京市东城区建国门内大街28号民生金融中心C座22层,45,房地产开发经营、项目投资。,泛海控股股份有限公司,000046.XSHE,泛海控股,FALSE,19940912,5196200700,CNY
主板,1,765334268.3,深圳,48,,2017/9/30,沪深A股,A,CHN,XSHE,10760,0,饲料,1994/11/1,L,385392300,385392300,广东省深圳市福田区深南大道和泰然大道交汇处绿景纪元大厦24楼,47,养殖肉鸡、鸡苗、禽蛋、肉猪、种猪;生产销售饲料;国内商业、物资供销业(不含专营、专控、专卖商品);房地产开发;交通运输;自来水供应;电力开发、电力工程引进等。,深圳市康达尔(集团)股份有限公司,000048.XSHE,康达尔,FALSE,19941101,390768700,CNY
主板,1,1680318547,深圳,49,,2017/9/30,沪深A股,A,CHN,XSHE,34911,0,电气设备,1995/3/20,L,205243700,205243700,广东省深圳市南山区高新科技园南区高新南一道德赛科技大厦26楼,48,生产销售高科技电池类产品。,深圳市德赛电池科技股份有限公司,000049.XSHE,德赛电池,FALSE,19950320,205243700,CNY
主板,1,14427626552,深圳,50,,2017/9/30,沪深A股,A,CHN,XSHE,86983,0,元器件,1995/3/15,L,1401016200,1401016200,广东省深圳市南山区马家龙工业城64栋7层,49,制造销售各类液晶显示器及与之相关的材料、设备和产品;普通货运;货物、技术进出口业务。,天马微电子股份有限公司,000050.XSHE,深天马A,FALSE,19950315,1401098800,CNY
主板,1,2393321477,深圳,55,,2017/9/30,沪深A股,A,CHN,XSHE,59052,0,其他建材,1996/4/15,L,1182170600,678243800,广东省深圳市高新技术产业园南区科技南十二路方大科技大厦,50,建筑幕墙系统及材料、轨道交通设备(地铁屏蔽门等)。,方大集团股份有限公司,000055.XSHE,方大集团,FALSE,19960415,1183642300,CNY
主板,1,5767136949,深圳,56,,2017/9/30,沪深A股,A,CHN,XSHE,17202,0,房产服务,1996/7/8,L,529345800,286111200,广东省深圳市福田区金田路2028号皇岗商务中心58楼,51,"投资、经纪及金融,私人财务,护老服务,物业租赁,销售物业及与物业有关之投资。",深圳市皇庭国际企业股份有限公司,000056.XSHE,皇庭国际,FALSE,19960708,1175345400,CNY
主板,1,2361382597,深圳,58,,2017/9/30,沪深A股,A,CHN,XSHE,70931,0,元器件,1996/12/26,L,784732600,538271300,广东省深圳市福田区华强北路群星广场A座三十一楼,52,电子专业市场及其配套项目的开发及经营、物业租赁服务业务、贸易及渠道业务、电子商务、小额贷款增值业务以及酒店业务等,深圳赛格股份有限公司,000058.XSHE,深赛格,FALSE,19961226,1235656300,CNY
主板,1,12038612346,辽宁,59,,2017/9/30,沪深A股,A,CHN,XSHE,78753,0,石油加工,1997/1/30,L,1599439100,1599439100,辽宁省盘锦市双台子区红旗大街,53,由聚烯烃产品、油品、液化产品、尿素和精细化工产品构成。,北方华锦化学工业股份有限公司,000059.XSHE,华锦股份,FALSE,19970130,1599442600,CNY
主板,1,10501531572,深圳,60,,2017/9/30,沪深A股,A,CHN,XSHE,143884,0,铅锌,1997/1/23,L,2211089500,2211089500,广东省深圳市福田区深南大道6013号中国有色大厦24-26楼,54,有色金属铅锌的采、选、冶、加工及电池锌粉等储能材料生产、铝型材加工、幕墙安装工程、出租汽车营运、房地产开发等。,深圳市中金岭南有色金属股份有限公司,000060.XSHE,中金岭南,FALSE,19970123,2379790300,CNY
主板,1,6405406635,深圳,61,,2017/9/30,沪深A股,A,CHN,XSHE,51094,0,农业综合,1997/1/10,L,1690402300,1690402300,广东省深圳市福田区深南大道7028号时代科技大厦13楼,55,"开发、建设、经营、管理农产品批发市场,经营管理市场租售业务,提供市场交易服务;经营农产品、水产品的批发、连锁经营和进出口业务等。",深圳市农产品股份有限公司,000061.XSHE,农产品,FALSE,19970110,1696964200,CNY
主板,1,4393295885,深圳,62,,2017/9/30,沪深A股,A,CHN,XSHE,36600,0,批发业,1997/1/30,L,666949800,666949800,广东省深圳市福田区华强北路华强广场A座5楼,56,"面向电子信息产业,建设以专业市场为基础、以交易为核心、以网络技术为支撑的高端服务业综合平台。",深圳华强实业股份有限公司,000062.XSHE,深圳华强,FALSE,19970130,721316800,CNY
主板,1,45006612000,深圳,63,,2017/9/30,沪深A股,A,CHN,XSHE,318000,0,通信设备,1997/11/18,L,4184918000,3429415500,广东省深圳市南山区高新技术产业园科技南路中兴通讯大厦,57,"投资兴办实业,电子及通信设备零部件的销售。",中兴通讯股份有限公司,000063.XSHE,中兴通讯,FALSE,19971118,4190014500,CNY
主板,1,3945900182,北京,65,,2017/9/30,沪深A股,A,CHN,XSHE,30762,0,建筑施工,1998/6/5,L,408248800,408248800,北京市石景山区政达路6号院北方国际大厦19-22层,58,各类型工业、能源、交通、民用工程建设项目的施工总承包。,北方国际合作股份有限公司,000065.XSHE,北方国际,FALSE,19980605,513003600,CNY
主板,1,7652177443,深圳,66,,2017/9/30,沪深A股,A,CHN,XSHE,149337,0,电脑设备,1997/6/26,L,2491027800,2491027800,广东省深圳市南山区科技工业园长城计算机大厦,59,"电子计算机硬件、软件系统及网络系统、电子产品、液晶电视、等离子电视、电话机的技术开发、生产销售及售后服务,并提供相关的技术和咨询服务等多类业务。",中国长城科技集团股份有限公司,000066.XSHE,中国长城,FALSE,19970626,2944069500,CNY
主板,1,1051824123,深圳,68,,2017/9/30,沪深A股,A,CHN,XSHE,31464,0,元器件,1997/6/11,L,896671500,896671500,广东省深圳市大工业区兰竹东路23号,60,彩色显像管、显示管玻壳的设计、制造和销售。,深圳华控赛格股份有限公司,000068.XSHE,华控赛格,FALSE,19970611,1006671500,CNY
主板,1,52829244589,深圳,69,,2017/9/30,沪深A股,A,CHN,XSHE,105369,0,旅游景点,1997/9/10,L,6144489100,6144489100,广东省深圳市南山区华侨城集团办公大楼,61,旅游综合、房地产和纸包装业务。,深圳华侨城股份有限公司,000069.XSHE,华侨城A,FALSE,19970910,8205681400,CNY
主板,1,2211118297,深圳,70,,2017/9/30,沪深A股,A,CHN,XSHE,36978,0,通信设备,2000/5/11,L,541850900,541850900,广东省深圳市南山区高新区中区科丰路2号特发信息港大厦B栋18楼,62,"经营光缆、光纤、通信设备、电子元器件,核心业务是光缆、通信设备、铝电解电容器的生产和销售,辅助业务有系统集成、通信工程的安装调试、维护与服务等。",深圳市特发信息股份有限公司,000070.XSHE,特发信息,FALSE,20000511,626994700,CNY
主板,1,6384740503,深圳,78,,2017/9/30,沪深A股,A,CHN,XSHE,145481,0,生物制药,1998/12/18,L,1856654700,1856654700,广东省深圳市南山区科技园科技中三路1号海王银河科技大厦24楼,63,医药制造和医药商业流通。,深圳市海王生物工程股份有限公司,000078.XSHE,海王生物,FALSE,19981218,2646613300,CNY
主板,1,6926801593,深圳,88,,2017/9/30,沪深A股,A,CHN,XSHE,79723,0,港口,1997/7/28,L,1942200000,1942200000,广东省深圳市盐田区盐田港海港大厦十八层--十九层,64,"集装箱码头装卸,高速公路、隧道疏港运输,商品混凝土供应,仓储,集装箱运输经营等。",深圳市盐田港股份有限公司,000088.XSHE,盐田港,FALSE,19970728,1942200000,CNY
主板,1,11061806666,深圳,89,,2017/9/30,沪深A股,A,CHN,XSHE,59897,0,机场,1998/4/20,L,2050769500,2050769500,广东省深圳市宝安国际机场T3商务办公楼A座,65,航空客货地面运输及过港保障与服务。,深圳市机场股份有限公司,000089.XSHE,深圳机场,FALSE,19980420,2050769500,CNY
主板,1,6534522160,深圳,90,,2017/9/30,沪深A股,A,CHN,XSHE,36983,0,建筑施工,1999/7/21,L,773542100,773542100,"广东省深圳市福田区滨河大道5020号证券大厦20,21,23,24层",66,市政工程、建筑施工、房地产开发和城市基础设施的投资开发,深圳市天健(集团)股份有限公司,000090.XSHE,天健集团,FALSE,19990721,1197785600,CNY
主板,1,2370976636,深圳,96,,2017/9/30,沪深A股,A,CHN,XSHE,34218,0,石油贸易,2000/7/24,L,510848000,510848000,广东省深圳市南山区海德三道天利中央商务广场22楼,67,石油制品液化石油气经销及电力投资。,深圳市广聚能源股份有限公司,000096.XSHE,广聚能源,FALSE,20000724,528000000,CNY
主板,1,3045903543,深圳,99,,2017/9/30,沪深A股,A,CHN,XSHE,63772,0,空运,2000/7/31,L,606070400,606070400,广东省深圳市南山区南海大道3533号深圳直升机场,68,为国内外用户提供海洋石油直升机飞行服务及其他通用航空业务,中信海洋直升机股份有限公司,000099.XSHE,中信海直,FALSE,20000731,606070400,CNY
主板,1,52467319947,广东,100,,2017/9/30,沪深A股,A,CHN,XSHE,482929,0,家用电器,2004/1/30,L,9001356700,9001356700,广东省惠州市仲恺高新区惠风三路17号TCL科技大厦,69,"产业架构为“4+6”,4个核心产业为TCL多媒体、TCL通讯、TCL家电集团和华星光电,6个其他业务单位为系统科技事业本部、泰科立集团、新兴业务群、投资业务群、翰林汇公司和房地产公司。",TCL集团股份有限公司,000100.XSHE,TCL集团,FALSE,20040130,13514972100,CNY
主板,1,2608632324,广东,150,,2017/9/30,沪深A股,A,CHN,XSHE,21091,0,医疗保健,2000/8/7,L,375329400,375329400,广东省汕头市澄海区文冠路口右侧宜都花园,70,房地产开发与销售。,宜华健康医疗股份有限公司,000150.XSHE,宜华健康,FALSE,20000807,447804800,CNY
主板,1,981473400.7,北京,151,,2017/9/30,沪深A股,A,CHN,XSHE,44201,0,商贸代理,2000/9/6,L,266544000,266544000,北京市东城区安定门西滨河路9号,71,成套设备与技术进出口、一般贸易和境外实业投资和项目管理等业务。,中成进出口股份有限公司,000151.XSHE,中成股份,FALSE,20000906,295980000,CNY
主板,1,1204939655,安徽,153,,2017/9/30,沪深A股,A,CHN,XSHE,35675,0,化学制药,2000/9/20,L,311977200,311977200,安徽省合肥市包河工业区大连路16号,72,主营业务范围包括生物药、中药、化学合成药及其制剂等方面的研究、开发、生产和销售。,安徽丰原药业股份有限公司,000153.XSHE,丰原药业,FALSE,20000920,317077600,CNY
主板,1,3506631228,四川,155,,2017/9/30,沪深A股,A,CHN,XSHE,29521,0,农药化肥,2000/9/26,L,937200000,937200000,四川省成都市青白江区大弯镇团结路311号,73,合成氨、尿素、硝酸铵、三聚氰胺、硫酸、浓硝酸、硫酸钾、过氧化氢、液体二氧化碳、催化剂等化肥、化工产品的生产和销售。,川化股份有限公司,000155.XSHE,川化股份,FALSE,20000926,1270000000,CNY
主板,1,10249689508,浙江,156,,2017/9/30,沪深A股,A,CHN,XSHE,39676,0,影视音像,2000/9/6,L,993624300,993624300,浙江省杭州市滨江区长江路79号华数白马湖数字电视产业园B座,74,杭州地区有线电视网络运营和面向全国的互动电视、手机电视、互联网电视、互联网视频、广告等传媒信息服务业。,华数传媒控股股份有限公司,000156.XSHE,华数传媒,FALSE,20000906,1433351900,CNY
主板,1,38004430500,湖南,157,,2017/9/30,沪深A股,A,CHN,XSHE,379875,0,工程机械,2000/10/12,L,7613641900,6225434800,湖南省长沙市银盆南路361号,75,"公司属于工程机械制造业,公司目前主营工程机械产品及配件的开发、制造和销售,主要生产拖式混凝土输送泵、混凝土泵车等混凝土机械,全液压振动压路机、沥青摊铺机等路面施工机械,道路清扫车等市政环卫机械,塔式起重机,汽车起重机等起重机械。",中联重科股份有限公司,000157.XSHE,中联重科,FALSE,20001012,7794048100,CNY
主板,1,5732902614,河北,158,,2017/9/30,沪深A股,A,CHN,XSHE,54682,0,纺织,2000/7/24,L,1014962000,1014962000,河北省石家庄市和平东路183号,76,棉纱布、涤棉纱布和印染布的生产销售;自产产品和技术的进出口业务;棉花收购加工;棉花批发、零售。,石家庄常山北明科技股份有限公司,000158.XSHE,常山北明,FALSE,20000724,1652875000,CNY
主板,1,2129104350,新疆,159,,2017/9/30,沪深A股,A,CHN,XSHE,58748,0,石油贸易,2000/9/26,L,481139300,481139300,新疆维吾尔自治区乌鲁木齐市北京南路358号大成国际大厦9楼,77,"石油石化产品批发、销售、仓储、运输业务,并拓展资源投资、加工业务;能源贸易业务;房地产开发营销。",新疆国际实业股份有限公司,000159.XSHE,国际实业,FALSE,20000926,481139300,CNY
主板,1,56281364765,新疆,166,,2017/9/30,沪深A股,A,CHN,XSHE,324597,0,证券,2015/1/26,L,7410006400,7410006400,新疆乌鲁木齐市高新区北京南路358号大成国际大厦20楼2001室,26531,金融投资、股权投资等,申万宏源集团股份有限公司,000166.XSHE,申万宏源,FALSE,20150126,20056605700,CNY
